번호,본부,사업소,팀,작업명,위험요인,안전조치방법
539,광주본부,광주전기사업소,신호팀,"전원장치 유지보수(기구함, 배전반, UPS, 축전지 포함)","극락강 구내 접속함J220 전면부에 자갈이 쌓여 문개방이 어려움. (수작업으로 힘든 자갈량), 힘을 주어 개방시 넘어짐, 부딪힘 위험",자갈을 치운 후 개방
540,광주본부,광주전기사업소,신호팀,"전원장치 유지보수(기구함, 배전반, UPS, 축전지 포함)","노령-백양사 신호기구함(하3, 상4, 하4) 점검시 작업공간이 협소하여 균형을 잃을 시 뒤 배수로에 떨어질 위험",주의하여 작업
541,광주본부,광주전기사업소,신호팀,"전원장치 유지보수(기구함, 배전반, UPS, 축전지 포함)","노령-백양사 신호기구함(하3, 상4, 하4) 점검시 작업공간이 협소하여 균형을 잃을 시 뒤 배수로에 떨어질 위험",사전 위험요인 숙지 후 작업
542,광주본부,광주전기사업소,신호팀,"전원장치 유지보수(기구함, 배전반, UPS, 축전지 포함)","각 역 신호기능실 각 배전반 및 역간 폐색기구함 등은 폐쇄형 외함의 형태로 각 충전부에는 절연덮개 등을 설치하여 감전재해 방지를 하고 있음. 내·외부에 안전표지(감전주의)가 일부 부착되어 있으나, 각 충전부 주위 안전표지 누락(부족)으로 자칫 작업중 전격재해 우려가 있음","- 폐쇄형 외함, 절연덮개설치"
543,광주본부,광주전기사업소,신호팀,"전원장치 유지보수(기구함, 배전반, UPS, 축전지 포함)","각 역 신호기능실 각 배전반 및 역간 폐색기구함 등은 폐쇄형 외함의 형태로 각 충전부에는 절연덮개 등을 설치하여 감전재해 방지를 하고 있음. 내·외부에 안전표지(감전주의)가 일부 부착되어 있으나, 각 충전부 주위 안전표지 누락(부족)으로 자칫 작업중 전격재해 우려가 있음",- 안전표지(감전주의) 일부 부착
544,광주본부,광주전기사업소,신호팀,계전기실 유지보수,노출된 부스바 전원부 전압측정 시 감전 ,- 작업전 안전교육 및 보호구착용
545,광주본부,광주전기사업소,신호팀,계전기실 유지보수,노출된 부스바 전원부 전압측정 시 감전 ,- 절연장갑 착용 철저
546,광주본부,광주전기사업소,신호팀,계전기실 유지보수,기계실 內 각종 설비 기능점검 및 보수작업 시 이동경로에 있는 설비와 부딪혀 넘어짐,- 작업전 지장물 위치파악 및 숙지
547,광주본부,광주전기사업소,신호팀,계전기실 유지보수,냉각팬 점검 시 회전부(체)가 노출되어 손가락 상해,- 작업전 안전교육 및 보호구착용
548,광주본부,광주전기사업소,신호팀,계전기실 유지보수,기계실 내 이동중 각종 판넬 외함 열어진 문에 충돌,"- 작업전 안전교육, 보호구착용"
549,광주본부,광주전기사업소,신호팀,계전기실 유지보수,기계실 내 이동중 각종 판넬 외함 열어진 문에 충돌,- 외함문에 식별테이프 부착
550,광주본부,광주전기사업소,신호팀,계전기실 유지보수,이중마루(Acces floor) 분리 작업(탈․부착) 시 손가락 끼임 ,"- 작업전 안전교육, 보호구착용"
551,광주본부,광주전기사업소,신호팀,계전기실 유지보수,이중마루(Acces floor) 분리 작업(탈․부착) 시 손가락 끼임 ,"- 서두름 금지, 가능하면 양손사용"
552,광주본부,광주전기사업소,신호팀,계전기실 유지보수,이중마루(Acces floor) 분리 작업(탈․부착) 시 손가락 끼임 ,- 계전기실내 흡착기 비치(일제 정비)
553,광주본부,광주전기사업소,신호팀,계전기실 유지보수,각종 카드류 삽입 및 탈착 시 손가락 베임,- 탈부착 위치 정확히 파악 
554,광주본부,광주전기사업소,신호팀,계전기실 유지보수,각종 카드류 삽입 및 탈착 시 손가락 베임,- 무리한 힘을 주지 않고 작업
555,광주본부,광주전기사업소,신호팀,계전기실 유지보수,각종 카드류 삽입 및 탈착 시 손가락 베임,- 절연장갑 착용 철저
556,광주본부,광주전기사업소,신호팀,계전기실 유지보수,임펄스 궤도회로 송신기 전압 측정 시 맨손이 닿는다면 400~600V의 고전압에 의한 감전의 위험,- 절연장갑 착용
557,광주본부,광주전기사업소,신호팀,계전기실 유지보수,계전기실 전자열쇠 입력 시 통신함의 모서리가 날카로워 손이 베일 위험,- 급하게 하지 말고 천천히 작업
558,광주본부,광주전기사업소,신호팀,계전기실 유지보수,계전기실 전자열쇠 입력 시 통신함의 모서리가 날카로워 손이 베일 위험,- 안전장갑 착용
559,광주본부,광주전기사업소,신호팀,계전기실 유지보수,계전기실 전자열쇠 입력 시 통신함의 모서리가 날카로워 손이 베일 위험,- 각 모서리 부분에 스펀지 부착
560,광주본부,광주전기사업소,신호팀,계전기실 유지보수,계전기실 전자열쇠 입력 시 통신함의 모서리가 날카로워 손이 베일 위험,- “모서리 위험” 안전표지 부착
561,광주본부,광주전기사업소,신호팀,계전기실 유지보수,"각종 보드류 고정장치 체결(해제) 시 손가락 끼임, 베임",- 작업전 안전교육 및 보호구착용
562,광주본부,광주전기사업소,신호팀,계전기실 유지보수,이중마루(Acces floor) 분리 작업 시 무리한 동작으로 허리 부상,- 무리한 동작 지양
563,광주본부,광주전기사업소,신호팀,계전기실 유지보수,이중마루(Acces floor) 분리 작업 시 무리한 동작으로 허리 부상,- 근골격계질환 예방 스트레칭
564,광주본부,광주전기사업소,신호팀,계전기실 유지보수,"각종 유니트 탈, 부착 시 유니트를 놓쳐 발등으로 떨어져 부상",- 미끄러지지 않도록 장갑 착용
565,광주본부,광주전기사업소,신호팀,계전기실 유지보수,"각종 유니트 탈, 부착 시 유니트를 놓쳐 발등으로 떨어져 부상",- 안정된 자세로 작업 : 작업자 간 의사소통(신호)
566,광주본부,광주전기사업소,신호팀,계전기실 유지보수,"각종 유니트 탈, 부착 시 유니트를 놓쳐 발등으로 떨어져 부상",후 유니트를 단단히 잡고 조심히 꺼냄
567,광주본부,광주전기사업소,신호팀,계전기실 유지보수,전동공구(회전체) 사용에 따른 손가락 협착 ,- 주의작업 및 장갑착용 지양
568,광주본부,광주전기사업소,신호팀,계전기실 유지보수,전동공구(회전체) 사용에 따른 손가락 협착 ,- 작업 시 면장갑착용 금지 
569,광주본부,광주전기사업소,신호팀,계전기실 유지보수,이동식 사다리를 이용하여 단말 랙 상부 점검 시 추락,- 안전교육 및 안전보호구 착용
570,광주본부,광주전기사업소,신호팀,계전기실 유지보수,이동식 사다리를 이용하여 단말 랙 상부 점검 시 추락,- 미끄럼방지 사다리사용
571,광주본부,광주전기사업소,신호팀,계전기실 유지보수,이동식 사다리를 이용하여 단말 랙 상부 점검 시 추락,- 2인 1조 작업(보조자 역할 충실)
572,광주본부,광주전기사업소,신호팀,계전기실 유지보수,이동식 사다리를 이용하여 단말 랙 상부 점검 시 추락,- 이동식 사다리 안전작업 지침 준수
573,광주본부,광주전기사업소,신호팀,계전기실 유지보수,불안전한 자세로 중량물을 들거나 내려 놓을 때 허리 다침,- 중량물 운반요령 안전교육
574,광주본부,광주전기사업소,신호팀,계전기실 유지보수,장치별 도어를 열고 작업을 한 후 도어를 닫을 시 도어 틈에 손가락 협착,"- 오른손으로 도어 전면 쇄정장치를 잡고, 왼손은 전면 유리에 위치한 후 조심히 닫기"
575,광주본부,광주전기사업소,신호팀,계전기실 유지보수,장치별 도어를 열고 작업을 한 후 도어를 닫을 시 도어 틈에 손가락 협착,- 작업 후 도어를 닫을 시 상호 안전작업 유도(지적확인 환호응답 시행 등)
576,광주본부,광주전기사업소,신호팀,계전기실 유지보수,이중마루(Acces floor)가 일부 불규칙하게 설치되어 걸려 넘어질 위험,주의하여 통행
577,광주본부,광주전기사업소,신호팀,계전기실 유지보수,이중마루(Acces floor)가 일부 불규칙하게 설치되어 걸려 넘어질 위험,계전기실에서 뛰어다니지 않기
578,광주본부,광주전기사업소,신호팀,작업차량 운행(작업),심야시간대 졸음 운전으로 사고 발생,- 평상 시 휴양관리 철저
579,광주본부,광주전기사업소,신호팀,작업차량 운행(작업),심야시간대 졸음 운전으로 사고 발생,- 동승자가 운전자 대상 주기적 확인
580,광주본부,광주전기사업소,신호팀,작업차량 운행(작업),심야시간대 졸음 운전으로 사고 발생,- 심신 피로자 운전 지양
581,광주본부,광주전기사업소,신호팀,작업차량 운행(작업),심야시간대 졸음 운전으로 사고 발생,- 장거리는 교대 운전
582,광주본부,광주전기사업소,신호팀,작업차량 운행(작업),심야시간대 졸음 운전으로 사고 발생,- 졸음퇴치용 음료 및 껌 비치 
583,광주본부,광주전기사업소,신호팀,작업차량 운행(작업),심야시간대 졸음 운전으로 사고 발생,- 야간 후진시 후방카메라와 동승자 확인철저
584,광주본부,광주전기사업소,신호팀,작업차량 운행(작업),직원들이 일상점검을 위해 차량 탑승 시 안전모를 쓰고 빠르게 차량에 탑승할 때 머리 충격,- 반드시 안전모 벗고 탑승
585,광주본부,광주전기사업소,신호팀,작업차량 운행(작업),직원들이 일상점검을 위해 차량 탑승 시 안전모를 쓰고 빠르게 차량에 탑승할 때 머리 충격,- 서두름 금지
586,광주본부,광주전기사업소,신호팀,작업차량 운행(작업),차량에서 짐을 적재하거나 내릴 때 (운전자 실수 등) 차량이 움직이면 다칠 위험,- 작업 시 운전자와 충분한 대화
587,광주본부,광주전기사업소,신호팀,작업차량 운행(작업),차량에서 짐을 적재하거나 내릴 때 (운전자 실수 등) 차량이 움직이면 다칠 위험,- 차량을 주차(parking 부분으로) 해두고 작업
588,광주본부,광주전기사업소,신호팀,작업차량 운행(작업),차량에서 짐을 적재하거나 내릴 때 (운전자 실수 등) 차량이 움직이면 다칠 위험,- 바퀴고정용 고임목 이용
589,광주본부,광주전기사업소,신호팀,작업차량 운행(작업),(관용차) 차량 트렁크 문을 닫을 시 손가락을 틈새에 끼어 다칠 위험,- 단독으로 사용(둘이서 닫을 시 끼임 가능성 있음)
590,광주본부,광주전기사업소,신호팀,작업차량 운행(작업),(관용차) 차량 트렁크 문을 닫을 시 손가락을 틈새에 끼어 다칠 위험,- 작업용 장갑 필히 착용
591,광주본부,광주전기사업소,신호팀,작업차량 운행(작업),(관용차) 차량 트렁크 문을 닫을 시 손가락을 틈새에 끼어 다칠 위험,- 서두르지 않기
592,광주본부,광주전기사업소,신호팀,작업차량 운행(작업),작업차량에서 하차 시 문턱에 걸려 넘어짐,- 주의 하차
593,광주본부,광주전기사업소,신호팀,작업차량 운행(작업),작업차량 후진 시 집중력 부족 등의 사유로 작업자를 미처 발견하지 못해 충돌하여 부상,- 후진 시 동승자 확인 철저
594,광주본부,광주전기사업소,신호팀,작업차량 운행(작업),작업차량 적재함을 열고 닫을 때 손가락 끼임,- 적재함을 열고 닫을 때 주의 
595,광주본부,광주전기사업소,신호팀,작업차량 운행(작업),관용차 사용 시 안전조끼가 적재함 고리에 걸려 넘어짐,- 안전조끼 착용 시 지퍼 잠금
596,광주본부,광주전기사업소,신호팀,작업차량 운행(작업),관용차 사용 시 안전조끼가 적재함 고리에 걸려 넘어짐,- 주의 통행
